10.0	0.0	241.0	885.0	
10.0	1.0	156.0	430.0	
10.0	2.0	576.0	137.0	
20.0	0.0	241.0	885.0	
20.0	1.0	156.0	430.0	
20.0	2.0	576.0	137.0	
20.0	3.0	805.0	48.0	
20.0	4.0	431.0	64.0	
20.0	5.0	513.0	87.0	
30.0	0.0	241.0	885.0	
30.0	1.0	156.0	430.0	
30.0	2.0	576.0	137.0	
30.0	3.0	805.0	48.0	
30.0	4.0	431.0	64.0	
30.0	5.0	513.0	87.0	
40.0	0.0	241.0	885.0	
40.0	1.0	156.0	430.0	
40.0	2.0	576.0	137.0	
40.0	3.0	805.0	48.0	
40.0	4.0	431.0	64.0	
40.0	5.0	513.0	87.0	
50.0	0.0	241.0	885.0	
50.0	1.0	156.0	430.0	
50.0	2.0	576.0	137.0	
50.0	3.0	805.0	48.0	
50.0	4.0	431.0	64.0	
50.0	5.0	513.0	87.0	
60.0	0.0	241.0	885.0	
60.0	1.0	156.0	430.0	
60.0	2.0	576.0	137.0	
60.0	3.0	805.0	48.0	
60.0	4.0	431.0	64.0	
60.0	5.0	513.0	87.0	
70.0	0.0	241.0	885.0	
70.0	1.0	156.0	430.0	
70.0	2.0	576.0	137.0	
70.0	3.0	805.0	48.0	
70.0	4.0	431.0	64.0	
70.0	5.0	513.0	87.0	
80.0	0.0	241.0	885.0	
80.0	1.0	156.0	430.0	
80.0	2.0	576.0	137.0	
80.0	3.0	805.0	48.0	
80.0	5.0	513.0	87.0	
90.0	0.0	241.0	885.0	
90.0	1.0	156.0	430.0	
90.0	2.0	576.0	137.0	
90.0	3.0	805.0	48.0	
90.0	5.0	513.0	87.0	
100.0	0.0	241.0	885.0	
100.0	1.0	156.0	430.0	
100.0	2.0	576.0	137.0	
100.0	3.0	805.0	48.0	
100.0	5.0	513.0	87.0	
110.0	0.0	241.0	885.0	
110.0	1.0	156.0	430.0	
110.0	2.0	576.0	137.0	
110.0	3.0	805.0	48.0	
110.0	5.0	513.0	87.0	
120.0	0.0	241.0	885.0	
120.0	1.0	156.0	430.0	
120.0	2.0	576.0	137.0	
120.0	3.0	805.0	48.0	
120.0	5.0	513.0	87.0	
130.0	0.0	241.0	885.0	
130.0	1.0	156.0	430.0	
130.0	2.0	576.0	137.0	
130.0	3.0	805.0	48.0	
130.0	5.0	513.0	87.0	
130.0	6.0	424.0	76.0	
140.0	0.0	241.0	885.0	
140.0	1.0	156.0	430.0	
140.0	2.0	576.0	137.0	
140.0	3.0	805.0	48.0	
140.0	5.0	513.0	87.0	
140.0	6.0	424.0	76.0	
150.0	0.0	241.0	885.0	
150.0	1.0	156.0	430.0	
150.0	2.0	576.0	137.0	
150.0	3.0	805.0	48.0	
