10.0	0.0	1490.0	186.0	
10.0	1.0	1522.0	237.0	
10.0	2.0	771.0	71.0	
10.0	3.0	598.0	113.0	
10.0	4.0	1542.0	261.0	
10.0	5.0	721.0	121.0	
10.0	6.0	1585.0	264.0	
10.0	7.0	834.0	43.0	
20.0	0.0	1490.0	186.0	
20.0	1.0	1522.0	237.0	
20.0	2.0	771.0	71.0	
20.0	3.0	598.0	113.0	
20.0	4.0	1542.0	261.0	
20.0	5.0	721.0	121.0	
20.0	6.0	1585.0	264.0	
20.0	7.0	834.0	43.0	
20.0	8.0	691.0	124.0	
20.0	9.0	1490.0	241.0	
20.0	10.0	665.0	123.0	
20.0	11.0	258.0	172.0	
30.0	0.0	1490.0	186.0	
30.0	1.0	1522.0	237.0	
30.0	2.0	771.0	71.0	
30.0	3.0	598.0	113.0	
30.0	4.0	1542.0	261.0	
30.0	5.0	721.0	121.0	
30.0	6.0	1585.0	264.0	
30.0	7.0	834.0	43.0	
30.0	8.0	691.0	124.0	
30.0	9.0	1490.0	241.0	
30.0	10.0	665.0	123.0	
30.0	11.0	258.0	172.0	
30.0	12.0	706.0	121.0	
30.0	13.0	1465.0	217.0	
30.0	14.0	103.0	312.0	
40.0	0.0	1490.0	186.0	
40.0	1.0	1522.0	237.0	
40.0	2.0	771.0	71.0	
40.0	3.0	598.0	113.0	
40.0	4.0	1542.0	261.0	
40.0	5.0	721.0	121.0	
40.0	6.0	1585.0	264.0	
40.0	7.0	834.0	43.0	
40.0	8.0	691.0	124.0	
40.0	9.0	1490.0	241.0	
40.0	10.0	665.0	123.0	
40.0	11.0	258.0	172.0	
40.0	12.0	706.0	121.0	
40.0	13.0	1465.0	217.0	
40.0	14.0	103.0	312.0	
50.0	0.0	1490.0	186.0	
50.0	1.0	1522.0	237.0	
50.0	2.0	771.0	71.0	
50.0	3.0	598.0	113.0	
50.0	4.0	1542.0	261.0	
50.0	5.0	721.0	121.0	
50.0	6.0	1585.0	264.0	
50.0	7.0	834.0	43.0	
50.0	8.0	691.0	124.0	
50.0	9.0	1490.0	241.0	
50.0	10.0	665.0	123.0	
50.0	11.0	258.0	172.0	
50.0	12.0	706.0	121.0	
50.0	13.0	1465.0	217.0	
50.0	14.0	103.0	312.0	
50.0	15.0	1400.0	171.0	
50.0	16.0	1441.0	195.0	
50.0	17.0	55.0	409.0	
60.0	0.0	1490.0	186.0	
60.0	1.0	1522.0	237.0	
60.0	2.0	771.0	71.0	
60.0	3.0	598.0	113.0	
60.0	4.0	1542.0	261.0	
60.0	5.0	721.0	121.0	
60.0	6.0	1585.0	264.0	
60.0	7.0	834.0	43.0	
60.0	8.0	691.0	124.0	
60.0	9.0	1490.0	241.0	
60.0	10.0	665.0	123.0	
60.0	11.0	258.0	172.0	
60.0	12.0	706.0	121.0	
60.0	13.0	1465.0	217.0	
60.0	14.0	103.0	312.0	
60.0	15.0	1400.0	171.0	
60.0	16.0	1441.0	195.0	
60.0	17.0	55.0	409.0	
60.0	18.0	1374.0	162.0	
60.0	19.0	1418.0	178.0	
70.0	0.0	1490.0	186.0	
70.0	1.0	1522.0	237.0	
70.0	2.0	771.0	71.0	
70.0	3.0	598.0	113.0	
70.0	4.0	1542.0	261.0	
70.0	5.0	721.0	121.0	
70.0	7.0	834.0	43.0	
70.0	8.0	691.0	124.0	
70.0	9.0	1490.0	241.0	
70.0	10.0	665.0	123.0	
70.0	11.0	258.0	172.0	
70.0	12.0	706.0	121.0	
70.0	13.0	1465.0	217.0	
70.0	14.0	103.0	312.0	
70.0	15.0	1400.0	171.0	
70.0	16.0	1441.0	195.0	
70.0	17.0	55.0	409.0	
70.0	18.0	1374.0	162.0	
70.0	19.0	1418.0	178.0	
70.0	20.0	1343.0	152.0	
80.0	0.0	1490.0	186.0	
80.0	2.0	771.0	71.0	
80.0	3.0	598.0	113.0	
80.0	5.0	721.0	121.0	
80.0	7.0	834.0	43.0	
80.0	8.0	691.0	124.0	
80.0	10.0	665.0	123.0	
80.0	11.0	258.0	172.0	
80.0	12.0	706.0	121.0	
80.0	13.0	1465.0	217.0	
80.0	14.0	103.0	312.0	
80.0	15.0	1400.0	171.0	
80.0	16.0	1441.0	195.0	
80.0	17.0	55.0	409.0	
80.0	18.0	1374.0	162.0	
80.0	19.0	1418.0	178.0	
80.0	20.0	1343.0	152.0	
80.0	21.0	1314.0	152.0	
80.0	22.0	1713.0	369.0	
90.0	0.0	1490.0	186.0	
90.0	2.0	771.0	71.0	
90.0	3.0	598.0	113.0	
90.0	5.0	721.0	121.0	
90.0	7.0	834.0	43.0	
90.0	8.0	691.0	124.0	
90.0	10.0	665.0	123.0	
90.0	11.0	258.0	172.0	
90.0	13.0	1465.0	217.0	
90.0	14.0	103.0	312.0	
90.0	15.0	1400.0	171.0	
90.0	16.0	1441.0	195.0	
90.0	17.0	55.0	409.0	
90.0	18.0	1374.0	162.0	
90.0	19.0	1418.0	178.0	
90.0	20.0	1343.0	152.0	
90.0	21.0	1314.0	152.0	
90.0	22.0	1713.0	369.0	
90.0	23.0	1278.0	153.0	
90.0	24.0	1335.0	153.0	
100.0	0.0	1490.0	186.0	
100.0	2.0	771.0	71.0	
100.0	3.0	598.0	113.0	
100.0	5.0	721.0	121.0	
100.0	7.0	834.0	43.0	
100.0	8.0	691.0	124.0	
100.0	10.0	665.0	123.0	
100.0	11.0	258.0	172.0	
100.0	14.0	103.0	312.0	
100.0	15.0	1400.0	171.0	
100.0	16.0	1441.0	195.0	
100.0	17.0	55.0	409.0	
100.0	18.0	1374.0	162.0	
100.0	19.0	1418.0	178.0	
100.0	20.0	1343.0	152.0	
100.0	21.0	1314.0	152.0	
100.0	22.0	1713.0	369.0	
100.0	23.0	1278.0	153.0	
100.0	24.0	1335.0	153.0	
100.0	25.0	1251.0	126.0	
100.0	26.0	1675.0	331.0	
100.0	27.0	62.0	392.0	
110.0	0.0	1490.0	186.0	
110.0	2.0	771.0	71.0	
110.0	3.0	598.0	113.0	
110.0	5.0	721.0	121.0	
110.0	7.0	834.0	43.0	
110.0	8.0	691.0	124.0	
110.0	10.0	665.0	123.0	
110.0	11.0	258.0	172.0	
110.0	14.0	103.0	312.0	
110.0	15.0	1400.0	171.0	
110.0	17.0	55.0	409.0	
110.0	18.0	1374.0	162.0	
110.0	19.0	1418.0	178.0	
110.0	20.0	1343.0	152.0	
110.0	21.0	1314.0	152.0	
110.0	22.0	1713.0	369.0	
110.0	23.0	1278.0	153.0	
110.0	24.0	1335.0	153.0	
110.0	25.0	1251.0	126.0	
110.0	26.0	1675.0	331.0	
110.0	27.0	62.0	392.0	
110.0	28.0	1222.0	117.0	
110.0	29.0	1641.0	315.0	
120.0	0.0	1490.0	186.0	
120.0	2.0	771.0	71.0	
120.0	3.0	598.0	113.0	
120.0	5.0	721.0	121.0	
120.0	7.0	834.0	43.0	
120.0	8.0	691.0	124.0	
120.0	10.0	665.0	123.0	
120.0	11.0	258.0	172.0	
120.0	14.0	103.0	312.0	
120.0	15.0	1400.0	171.0	
120.0	17.0	55.0	409.0	
120.0	18.0	1374.0	162.0	
120.0	20.0	1343.0	152.0	
120.0	21.0	1314.0	152.0	
120.0	22.0	1713.0	369.0	
120.0	23.0	1278.0	153.0	
120.0	24.0	1335.0	153.0	
